osm_id,road_type,is_flooded,source_file,lon,lat
30609123,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.22529274225235,12.972609290782898
30604286,residential,True,chennai-flooded-streets-Dec2.geojson,80.22199630737305,12.96976551200595
132509243,residential,True,chennai-flooded-streets-Dec2.geojson,80.22199630737305,12.970222923470203
132509260,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.22296726703644,12.96926889289253
30604286,residential,False,chennai-flooded-streets-Dec2.geojson,80.22044599056244,12.97011314479549
132509258,residential,True,chennai-flooded-streets-Dec2.geojson,80.22044330835342,12.969715850139224
206807734,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.22552341222763,12.971987216953579
151332203,road,True,chennai-flooded-streets-Dec2.geojson,80.2274090051651,12.972664179575503
151247564,residential,True,chennai-flooded-streets-Dec2.geojson,80.22714883089066,12.975317123441684
151332581,residential,True,chennai-flooded-streets-Dec2.geojson,80.22561192512512,12.972828845880628
151332580,residential,True,chennai-flooded-streets-Dec2.geojson,80.2266526222229,12.973782862804327
27370255,residential,True,chennai-flooded-streets-Dec2.geojson,80.22755652666092,12.972747819617112
132509263,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.22507548332214,12.974198447114432
27370256,residential,True,chennai-flooded-streets-Dec2.geojson,80.2283638715744,12.972593608268525
206807742,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.2280929684639,12.97375149792255
27370258,residential,True,chennai-flooded-streets-Dec2.geojson,80.22841215133667,12.97434220253173
164933723,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.22876352071762,12.974180150964457
27370262,residential,True,chennai-flooded-streets-Dec2.geojson,80.22873938083649,12.974742103528186
132509244,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.22799909114838,12.974323906392328
27370284,residential,True,chennai-flooded-streets-Dec2.geojson,80.22961378097534,12.975779752134102
30609128,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.22974252700806,12.974603575804835
98639507,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.2329558134079,12.977034334086483
30609131,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.22931337356567,12.97753616509489
98639512,residential,True,chennai-flooded-streets-Dec2.geojson,80.22931069135666,12.980568039222803
98639478,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.22930264472961,12.977238203055819
30609127,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.22887349128723,12.976809555285513
27370270,residential,True,chennai-flooded-streets-Dec2.geojson,80.2288681268692,12.977664236387952
151247562,residential,True,chennai-flooded-streets-Dec2.geojson,80.22626906633377,12.977222520833337
30609121,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.22769331932068,12.977716510366136
151247563,residential,True,chennai-flooded-streets-Dec2.geojson,80.22689402103424,12.978035381395117
27370286,residential,True,chennai-flooded-streets-Dec2.geojson,80.22309601306915,12.976778190785495
27370313,residential,True,chennai-flooded-streets-Dec2.geojson,80.22566556930542,12.977954356828164
30609122,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.22540271282196,12.976976832552097
232405496,residential,True,chennai-flooded-streets-Dec2.geojson,80.22469460964203,12.97802231291837
206807730,residential,True,chennai-flooded-streets-Dec2.geojson,80.22499769926071,12.977473436274238
206807739,residential,True,chennai-flooded-streets-Dec2.geojson,80.22496819496155,12.976286813102078
206807736,residential,True,chennai-flooded-streets-Dec2.geojson,80.22502988576889,12.975494856600491
27370293,residential,True,chennai-flooded-streets-Dec2.geojson,80.22461414337158,12.975147231332912
27370292,residential,True,chennai-flooded-streets-Dec2.geojson,80.22426545619965,12.975829412790048
27370299,residential,True,chennai-flooded-streets-Dec2.geojson,80.22381752729416,12.975170754862603
27370287,residential,True,chennai-flooded-streets-Dec2.geojson,80.2225649356842,12.97672853031905
30604300,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.22232085466385,12.976503751241609
27370252,residential,True,chennai-flooded-streets-Dec2.geojson,80.22340446710587,12.974386636007537
206807741,residential,True,chennai-flooded-streets-Dec2.geojson,80.22340714931488,12.974742103528186
151244187,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.23049086332321,12.97756752949931
30609140,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.23117750883102,12.977614576098475
365059622,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.23031651973724,12.979224609904364
30609130,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.22932410240173,12.976935013245992
30609134,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.23310333490372,12.978654826405418
30609161,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.2331194281578,12.979005060453915
30609164,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.23327767848969,12.98022826206558
27369022,tertiary,True,chennai-flooded-streets-Dec2.geojson,80.23298263549805,12.973686154406138
30609162,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.23325622081757,12.980696108953836
30609137,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.23212164640427,12.978926649888919
30609138,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.2321270108223,12.978594711556454
30609136,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.23213237524033,12.979224609904364
365059623,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.2298042178154,12.97922983726987
206835308,residential,True,chennai-flooded-streets-Dec2.geojson,80.23181855678558,12.974506867725808
27368991,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.231893658638,12.9742951553134
27369022,tertiary,True,chennai-flooded-streets-Dec2.geojson,80.23106753826141,12.972274730261333
98639488,construction,True,chennai-flooded-streets-Dec2.geojson,80.23298263549805,12.976545570620246
331901998,primary,True,chennai-flooded-streets-Dec2.geojson,80.22154301404953,12.967219675118983
131425304,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.2163153886795,12.964103995352517
206634196,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.21739095449448,12.964378448576497
131425305,service,True,chennai-flooded-streets-Dec2.geojson,80.21954476833344,12.964307874919228
206673883,residential,True,chennai-flooded-streets-Dec2.geojson,80.21927118301392,12.978116405935694
27320167,residential,True,chennai-flooded-streets-Dec2.geojson,80.21863013505936,12.97672330290095
163421079,residential,True,chennai-flooded-streets-Dec2.geojson,80.21964132785797,12.977251271573806
163421427,living_street,True,chennai-flooded-streets-Dec2.geojson,80.21904587745667,12.976312950237343
163421112,living_street,True,chennai-flooded-streets-Dec2.geojson,80.21905392408371,12.976778190785495
27370171,residential,True,chennai-flooded-streets-Dec2.geojson,80.2191236615181,12.97788640071937
213364209,residential,True,chennai-flooded-streets-Dec2.geojson,80.21816611289978,12.977878559628707
318725684,residential,True,chennai-flooded-streets-Dec2.geojson,80.21812051534653,12.978717554927997
27370236,residential,True,chennai-flooded-streets-Dec2.geojson,80.21862208843231,12.979833597246056
27370187,residential,True,chennai-flooded-streets-Dec2.geojson,80.2181527018547,12.977387184120005
206673812,residential,True,chennai-flooded-streets-Dec2.geojson,80.21703690290451,12.976537729487276
206673866,residential,True,chennai-flooded-streets-Dec2.geojson,80.21707713603973,12.976163968529491
206673893,residential,True,chennai-flooded-streets-Dec2.geojson,80.21630197763443,12.976187491962989
206673808,residential,True,chennai-flooded-streets-Dec2.geojson,80.21632343530655,12.976085557068444
27370327,residential,True,chennai-flooded-streets-Dec2.geojson,80.21568238735199,12.975638611268351
27320149,residential,True,chennai-flooded-streets-Dec2.geojson,80.21625101566315,12.976495910107346
213364181,residential,True,chennai-flooded-streets-Dec2.geojson,80.21625369787216,12.976608299674993
206673891,residential,True,chennai-flooded-streets-Dec2.geojson,80.21698862314224,12.977063084848695
206673799,residential,True,chennai-flooded-streets-Dec2.geojson,80.21696448326111,12.977230361944706
206673853,residential,True,chennai-flooded-streets-Dec2.geojson,80.21690547466278,12.977546619896827
232405626,residential,True,chennai-flooded-streets-Dec2.geojson,80.21692156791687,12.977447299260973
318725677,residential,True,chennai-flooded-streets-Dec2.geojson,80.21758943796158,12.978270613859308
206658381,residential,True,chennai-flooded-streets-Dec2.geojson,80.21707981824875,12.978597325245829
318725683,residential,True,chennai-flooded-streets-Dec2.geojson,80.21774232387543,12.979438931799905
318725679,residential,True,chennai-flooded-streets-Dec2.geojson,80.21761894226074,12.979073016256919
27320162,residential,True,chennai-flooded-streets-Dec2.geojson,80.21600157022476,12.970144510136052
213364202,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.2150011062622,12.969872677053019
30598640,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.2147650718689,12.970371908736965
27344671,residential,True,chennai-flooded-streets-Dec2.geojson,80.21364390850067,12.972609290782898
27320189,residential,True,chennai-flooded-streets-Dec2.geojson,80.21357417106628,12.972039492125162
27320171,residential,True,chennai-flooded-streets-Dec2.geojson,80.2136304974556,12.972465534363934
30598642,unclassified,True,chennai-flooded-streets-Dec2.geojson,80.21479457616806,12.971963693122788
28571977,residential,True,chennai-flooded-streets-Dec2.geojson,80.21504133939743,12.972794867128172
30598644,residential,True,chennai-flooded-streets-Dec2.geojson,80.21641731262207,12.972653724568332
27344668,residential,True,chennai-flooded-streets-Dec2.geojson,80.21363317966461,12.973362050310982
27320160,residential,True,chennai-flooded-streets-Dec2.geojson,80.21636366844177,12.975633383827315
27320162,residential,True,chennai-flooded-streets-Dec2.geojson,80.21636635065079,12.972274730261333
